2001 Scottish National Park Populations - Postcode Based,,,,,,,,,,,
,,,,,,,,,,,
,CODE,NATIONAL PARK NAME,PC,POSTCODE POPULATION,,,CODE,NATIONAL PARK NAME,PC,POSTCODE POPULATION,
,1,The Cairngorms National Park,PH26 3NN,25,,,2,The Loch Lomond and The Trossachs National Park,G63 0BT,31,
,1,The Cairngorms National Park,PH26 3JR,116,,,2,The Loch Lomond and The Trossachs National Park,G63 0BS,29,
,1,The Cairngorms National Park,PH26 3LH,22,,,2,The Loch Lomond and The Trossachs National Park,G63 0BQ,15,
,1,The Cairngorms National Park,PH26 3JP,14,,,2,The Loch Lomond and The Trossachs National Park,G63 0BP,8,
,1,The Cairngorms National Park,PH26 3JN,37,,,2,The Loch Lomond and The Trossachs National Park,G63 0BN,15,
,1,The Cairngorms National Park,PH26 3JL,12,,,2,The Loch Lomond and The Trossachs National Park,G63 0BL,9,
,1,The Cairngorms National Park,PH26 3JJ,1,,,2,The Loch Lomond and The Trossachs National Park,G63 0BJ,0,
,1,The Cairngorms National Park,PH26 3JH,8,,,2,The Loch Lomond and The Trossachs National Park,G63 0DJ,13,
,1,The Cairngorms National Park,PH26 3JG,6,,,2,The Loch Lomond and The Trossachs National Park,G63 0HT,42,
,1,The Cairngorms National Park,PH26 3JF,27,,,2,The Loch Lomond and The Trossachs National Park,G63 0JS,2,
,1,The Cairngorms National Park,PH26 3HE,5,,,2,The Loch Lomond and The Trossachs National Park,G63 0JQ,61,
,1,The Cairngorms National Park,PH26 3JS,9,,,2,The Loch Lomond and The Trossachs National Park,G63 0JJ,21,
,1,The Cairngorms National Park,PH26 3LX,14,,,2,The Loch Lomond and The Trossachs National Park,G63 0JH,28,
,1,The Cairngorms National Park,PH26 3JD,82,,,2,The Loch Lomond and The Trossachs National Park,G63 0JG,15,
,1,The Cairngorms National Park,PH26 3NH,45,,,2,The Loch Lomond and The Trossachs National Park,G63 0JE,33,
,1,The Cairngorms National Park,PH26 3NG,1,,,2,The Loch Lomond and The Trossachs National Park,G63 0JD,20,
,1,The Cairngorms National Park,PH26 3NF,18,,,2,The Loch Lomond and The Trossachs National Park,G63 0JB,5,
,1,The Cairngorms National Park,PH26 3NE,16,,,2,The Loch Lomond and The Trossachs National Park,G63 0JA,29,
,1,The Cairngorms National Park,PH26 3ND,6,,,2,The Loch Lomond and The Trossachs National Park,PH6 2NQ,17,
,1,The Cairngorms National Park,PH26 3NB,0,,,2,The Loch Lomond and The Trossachs National Park,G63 0DY,16,
,1,The Cairngorms National Park,PH26 3NA,0,,,2,The Loch Lomond and The Trossachs National Park,G63 0HU,20,
,1,The Cairngorms National Park,PH26 3LF,27,,,2,The Loch Lomond and The Trossachs National Park,G63 0BD,66,
,1,The Cairngorms National Park,PH26 3LY,16,,,2,The Loch Lomond and The Trossachs National Park,G63 0HG,37,
,1,The Cairngorms National Park,PH26 3LG,7,,,2,The Loch Lomond and The Trossachs National Park,G63 0HF,5,
,1,The Cairngorms National Park,PH26 3LW,69,,,2,The Loch Lomond and The Trossachs National Park,G63 0HD,8,
,1,The Cairngorms National Park,PH26 3LU,30,,,2,The Loch Lomond and The Trossachs National Park,G63 0HB,20,
,1,The Cairngorms National Park,PH26 3LT,11,,,2,The Loch Lomond and The Trossachs National Park,G63 0EY,0,
,1,The Cairngorms National Park,PH26 3LS,23,,,2,The Loch Lomond and The Trossachs National Park,G63 0EX,23,
,1,The Cairngorms National Park,PH26 3LQ,39,,,2,The Loch Lomond and The Trossachs National Park,G63 0EU,37,
,1,The Cairngorms National Park,PH26 3LN,5,,,2,The Loch Lomond and The Trossachs National Park,G63 0ET,22,
,1,The Cairngorms National Park,PH26 3LL,29,,,2,The Loch Lomond and The Trossachs National Park,G63 0ER,9,
,1,The Cairngorms National Park,PH26 3LJ,8,,,2,The Loch Lomond and The Trossachs National Park,G63 0EP,4,
,1,The Cairngorms National Park,PH26 3NL,1,,,2,The Loch Lomond and The Trossachs National Park,G63 0EB,6,
,1,The Cairngorms National Park,PH26 3LZ,26,,,2,The Loch Lomond and The Trossachs National Park,G63 0HX,129,
,1,The Cairngorms National Park,PH21 1NA,36,,,2,The Loch Lomond and The Trossachs National Park,FK8 3UE,0,
,1,The Cairngorms National Park,PH21 1LL,69,,,2,The Loch Lomond and The Trossachs National Park,FK8 3UX,41,
,1,The Cairngorms National Park,PH21 1NS,13,,,2,The Loch Lomond and The Trossachs National Park,FK8 3UW,6,
,1,The Cairngorms National Park,PH21 1NR,26,,,2,The Loch Lomond and The Trossachs National Park,FK8 3UU,23,
,1,The Cairngorms National Park,PH21 1NQ,38,,,2,The Loch Lomond and The Trossachs National Park,FK8 3UR,5,
,1,The Cairngorms National Park,PH21 1NP,27,,,2,The Loch Lomond and The Trossachs National Park,FK8 3UQ,27,
,1,The Cairngorms National Park,PH21 1NN,33,,,2,The Loch Lomond and The Trossachs National Park,FK8 3UP,85,
,1,The Cairngorms National Park,PH21 1NH,3,,,2,The Loch Lomond and The Trossachs National Park,FK8 3UN,18,
,1,The Cairngorms National Park,PH21 1NG,27,,,2,The Loch Lomond and The Trossachs National Park,FK8 3UL,13,
,1,The Cairngorms National Park,PH21 1NU,64,,,2,The Loch Lomond and The Trossachs National Park,FK8 3UJ,5,
,1,The Cairngorms National Park,PH21 1NB,29,,,2,The Loch Lomond and The Trossachs National Park,FK8 3UH,19,
,1,The Cairngorms National Park,PH21 1NX,20,,,2,The Loch Lomond and The Trossachs National Park,G63 0BH,40,
,1,The Cairngorms National Park,PH21 1LZ,5,,,2,The Loch Lomond and The Trossachs National Park,FK8 3UF,14,
,1,The Cairngorms National Park,PH21 1LY,6,,,2,The Loch Lomond and The Trossachs National Park,FK8 3XB,71,
,1,The Cairngorms National Park,PH21 1LX,6,,,2,The Loch Lomond and The Trossachs National Park,FK8 3UB,2,
,1,The Cairngorms National Park,PH21 1LU,15,,,2,The Loch Lomond and The Trossachs National Park,FK8 3UA,2,
,1,The Cairngorms National Park,PH21 1LT,14,,,2,The Loch Lomond and The Trossachs National Park,FK8 3TY,36,
,1,The Cairngorms National Park,PH21 1LS,7,,,2,The Loch Lomond and The Trossachs National Park,FK8 3TX,3,
,1,The Cairngorms National Park,PH21 1LR,13,,,2,The Loch Lomond and The Trossachs National Park,FK8 3TW,62,
,1,The Cairngorms National Park,PH22 1PA,90,,,2,The Loch Lomond and The Trossachs National Park,FK8 3TU,47,
,1,The Cairngorms National Park,PH21 1NF,6,,,2,The Loch Lomond and The Trossachs National Park,FK8 3TT,2,
,1,The Cairngorms National Park,PH21 1QD,22,,,2,The Loch Lomond and The Trossachs National Park,FK8 3TS,4,
,1,The Cairngorms National Park,PH22 1LQ,9,,,2,The Loch Lomond and The Trossachs National Park,FK8 3TR,12,
,1,The Cairngorms National Park,PH22 1LG,14,,,2,The Loch Lomond and The Trossachs National Park,FK8 3TQ,59,
,1,The Cairngorms National Park,PH22 1LF,16,,,2,The Loch Lomond and The Trossachs National Park,FK19 8QB,3,
,1,The Cairngorms National Park,PH22 1LE,10,,,2,The Loch Lomond and The Trossachs National Park,FK8 3UG,15,
,1,The Cairngorms National Park,PH22 1LD,26,,,2,The Loch Lomond and The Trossachs National Park,G63 0AD,5,
,1,The Cairngorms National Park,PH22 1LB,22,,,2,The Loch Lomond and The Trossachs National Park,FK8 3TN,10,
,1,The Cairngorms National Park,PH22 1LA,3,,,2,The Loch Lomond and The Trossachs National Park,G63 0BB,27,
,1,The Cairngorms National Park,PH21 1QS,21,,,2,The Loch Lomond and The Trossachs National Park,G63 0BA,37,
,1,The Cairngorms National Park,PH21 1NT,30,,,2,The Loch Lomond and The Trossachs National Park,G63 0AX,11,
,1,The Cairngorms National Park,PH21 1QE,20,,,2,The Loch Lomond and The Trossachs National Park,G63 0AW,103,
,1,The Cairngorms National Park,PH21 1LJ,19,,,2,The Loch Lomond and The Trossachs National Park,G63 0AR,18,
,1,The Cairngorms National Park,PH21 1QB,11,,,2,The Loch Lomond and The Trossachs National Park,G63 0AQ,13,
,1,The Cairngorms National Park,PH21 1QA,8,,,2,The Loch Lomond and The Trossachs National Park,G63 0AN,0,
,1,The Cairngorms National Park,PH21 1PE,5,,,2,The Loch Lomond and The Trossachs National Park,G63 0AL,3,
,1,The Cairngorms National Park,PH21 1PD,9,,,2,The Loch Lomond and The Trossachs National Park,G63 0AJ,0,
,1,The Cairngorms National Park,PH21 1PB,41,,,2,The Loch Lomond and The Trossachs National Park,G63 0AH,6,
,1,The Cairngorms National Park,PH21 1PA,79,,,2,The Loch Lomond and The Trossachs National Park,FK8 3UY,27,
,1,The Cairngorms National Park,PH21 1NZ,8,,,2,The Loch Lomond and The Trossachs National Park,G63 0AE,7,
,1,The Cairngorms National Park,PH21 1NY,41,,,2,The Loch Lomond and The Trossachs National Park,FK8 3XA,29,
,1,The Cairngorms National Park,PH21 1QF,6,,,2,The Loch Lomond and The Trossachs National Park,G63 0AB,3,
,1,The Cairngorms National Park,PH21 1HQ,6,,,2,The Loch Lomond and The Trossachs National Park,G63 0AA,17,
,1,The Cairngorms National Park,PH21 1LQ,2,,,2,The Loch Lomond and The Trossachs National Park,FK8 3XQ,0,
,1,The Cairngorms National Park,PH21 1JE,3,,,2,The Loch Lomond and The Trossachs National Park,FK8 3XN,21,
,1,The Cairngorms National Park,PH21 1JD,35,,,2,The Loch Lomond and The Trossachs National Park,FK8 3XL,7,
,1,The Cairngorms National Park,PH24 3BD,8,,,2,The Loch Lomond and The Trossachs National Park,FK8 3XJ,1,
,1,The Cairngorms National Park,PH21 1HZ,28,,,2,The Loch Lomond and The Trossachs National Park,FK8 3XH,2,
,1,The Cairngorms National Park,PH26 3HG,16,,,2,The Loch Lomond and The Trossachs National Park,FK8 3XG,9,
,1,The Cairngorms National Park,PH21 1HX,70,,,2,The Loch Lomond and The Trossachs National Park,FK8 3XF,35,
,1,The Cairngorms National Park,PH21 1HW,6,,,2,The Loch Lomond and The Trossachs National Park,FK8 3XD,13,
,1,The Cairngorms National Park,PH21 1JG,19,,,2,The Loch Lomond and The Trossachs National Park,G63 0BG,46,
,1,The Cairngorms National Park,PH21 1HR,10,,,2,The Loch Lomond and The Trossachs National Park,G63 0AG,7,
,1,The Cairngorms National Park,PH21 1JH,11,,,TOTAL,,558,15261,
,1,The Cairngorms National Park,PH21 1HP,12,,,,,,,
,1,The Cairngorms National Park,PH21 1HN,15,,,,,,,
,1,The Cairngorms National Park,PH21 1HL,6,,,,,,,
,1,The Cairngorms National Park,PH21 1HJ,26,,,,,,,
,1,The Cairngorms National Park,PH21 1HH,6,,,,,,,
,1,The Cairngorms National Park,PH21 1HG,30,,,,,,,
,1,The Cairngorms National Park,PH21 1HF,23,,,,,,,
,1,The Cairngorms National Park,PH21 1HE,28,,,,,,,
,1,The Cairngorms National Park,PH21 1HS,12,,,,,,,
,1,The Cairngorms National Park,PH21 1JW,66,,,,,,,
,1,The Cairngorms National Park,PH21 1LH,41,,,,,,,
,1,The Cairngorms National Park,PH21 1LG,4,,,,,,,
,1,The Cairngorms National Park,PH21 1LF,14,,,,,,,
,1,The Cairngorms National Park,PH21 1LE,8,,,,,,,
,1,The Cairngorms National Park,PH21 1LD,25,,,,,,,
,1,The Cairngorms National Park,PH21 1LB,22,,,,,,,
,1,The Cairngorms National Park,PH21 1LA,9,,,,,,,
,1,The Cairngorms National Park,PH21 1JZ,30,,,,,,,
,1,The Cairngorms National Park,PH21 1JF,45,,,,,,,
,1,The Cairngorms National Park,PH21 1JX,7,,,,,,,
,1,The Cairngorms National Park,PH21 1JB,3,,,,,,,
,1,The Cairngorms National Park,PH21 1JU,16,,,,,,,
,1,The Cairngorms National Park,PH21 1JS,50,,,,,,,
,1,The Cairngorms National Park,PH21 1JR,44,,,,,,,
,1,The Cairngorms National Park,PH21 1JQ,27,,,,,,,
,1,The Cairngorms National Park,PH21 1JP,40,,,,,,,
,1,The Cairngorms National Park,PH21 1JN,17,,,,,,,
,1,The Cairngorms National Park,PH21 1JL,34,,,,,,,
,1,The Cairngorms National Park,PH21 1JJ,8,,,,,,,
,1,The Cairngorms National Park,PH21 1JY,5,,,,,,,
,1,The Cairngorms National Park,PH22 1TF,62,,,,,,,
,1,The Cairngorms National Park,PH23 3AG,3,,,,,,,
,1,The Cairngorms National Park,PH23 3AF,30,,,,,,,
,1,The Cairngorms National Park,PH23 3AE,14,,,,,,,
,1,The Cairngorms National Park,PH23 3AD,67,,,,,,,
,1,The Cairngorms National Park,PH23 3AA,54,,,,,,,
,1,The Cairngorms National Park,PH22 1UR,16,,,,,,,
,1,The Cairngorms National Park,PH22 1UA,28,,,,,,,
,1,The Cairngorms National Park,PH22 1TL,73,,,,,,,
,1,The Cairngorms National Park,PH22 1SQ,112,,,,,,,
,1,The Cairngorms National Park,PH22 1TG,113,,,,,,,
,1,The Cairngorms National Park,PH23 3AP,12,,,,,,,
,1,The Cairngorms National Park,PH22 1TD,16,,,,,,,
,1,The Cairngorms National Park,PH22 1TB,29,,,,,,,
,1,The Cairngorms National Park,PH22 1TA,10,,,,,,,
,1,The Cairngorms National Park,PH22 1SZ,35,,,,,,,
,1,The Cairngorms National Park,PH22 1SW,44,,,,,,,
,1,The Cairngorms National Park,PH22 1ST,0,,,,,,,
,1,The Cairngorms National Park,PH22 1SS,119,,,,,,,
,1,The Cairngorms National Park,PH22 1SR,72,,,,,,,
,1,The Cairngorms National Park,PH22 1TH,57,,,,,,,
,1,The Cairngorms National Park,PH23 3BA,45,,,,,,,
,1,The Cairngorms National Park,PH21 1HY,19,,,,,,,
,1,The Cairngorms National Park,PH22 1PB,0,,,,,,,
,1,The Cairngorms National Park,PH24 3BB,3,,,,,,,
,1,The Cairngorms National Park,PH24 3BA,52,,,,,,,
,1,The Cairngorms National Park,PH23 3ND,44,,,,,,,
,1,The Cairngorms National Park,PH23 3NB,5,,,,,,,
,1,The Cairngorms National Park,PH23 3NA,10,,,,,,,
,1,The Cairngorms National Park,PH23 3DA,11,,,,,,,
,1,The Cairngorms National Park,PH23 3AL,35,,,,,,,
,1,The Cairngorms National Park,PH23 3BB,36,,,,,,,
,1,The Cairngorms National Park,PH23 3AN,67,,,,,,,
,1,The Cairngorms National Park,PH23 3AZ,12,,,,,,,
,1,The Cairngorms National Park,PH23 3AY,15,,,,,,,
,1,The Cairngorms National Park,PH23 3AX,23,,,,,,,
,1,The Cairngorms National Park,PH23 3AU,25,,,,,,,
,1,The Cairngorms National Park,PH23 3AT,9,,,,,,,
,1,The Cairngorms National Park,PH23 3AS,40,,,,,,,
,1,The Cairngorms National Park,PH23 3AR,6,,,,,,,
,1,The Cairngorms National Park,PH23 3AQ,74,,,,,,,
,1,The Cairngorms National Park,PH23 3BD,21,,,,,,,
,1,The Cairngorms National Park,PH23 3BE,48,,,,,,,
,1,The Cairngorms National Park,PH22 1QB,55,,,,,,,
,1,The Cairngorms National Park,PH22 1RE,22,,,,,,,
,1,The Cairngorms National Park,PH22 1RD,19,,,,,,,
,1,The Cairngorms National Park,PH22 1QW,12,,,,,,,
,1,The Cairngorms National Park,PH22 1QU,79,,,,,,,
,1,The Cairngorms National Park,PH22 1QT,19,,,,,,,
,1,The Cairngorms National Park,PH22 1QP,39,,,,,,,
,1,The Cairngorms National Park,PH22 1QH,148,,,,,,,
,1,The Cairngorms National Park,PH22 1RF,39,,,,,,,
,1,The Cairngorms National Park,PH22 1QD,71,,,,,,,
,1,The Cairngorms National Park,PH22 1PZ,32,,,,,,,
,1,The Cairngorms National Park,PH22 1QA,10,,,,,,,
,1,The Cairngorms National Park,PH22 1PY,12,,,,,,,
,1,The Cairngorms National Park,PH22 1PU,17,,,,,,,
,1,The Cairngorms National Park,PH22 1PT,6,,,,,,,
,1,The Cairngorms National Park,PH22 1SP,38,,,,,,,
,1,The Cairngorms National Park,PH23 3BX,9,,,,,,,
,1,The Cairngorms National Park,PH22 1PF,15,,,,,,,
,1,The Cairngorms National Park,PH22 1PD,5,,,,,,,
,1,The Cairngorms National Park,PH22 1QF,33,,,,,,,
,1,The Cairngorms National Park,PH22 1SN,96,,,,,,,
,1,The Cairngorms National Park,PH22 1SF,54,,,,,,,
,1,The Cairngorms National Park,PH22 1PX,3,,,,,,,
,1,The Cairngorms National Park,PH22 1RG,14,,,,,,,
,1,The Cairngorms National Park,PH22 1SL,67,,,,,,,
,1,The Cairngorms National Park,PH22 1SE,181,,,,,,,
,1,The Cairngorms National Park,PH22 1SB,73,,,,,,,
,1,The Cairngorms National Park,PH22 1SG,31,,,,,,,
,1,The Cairngorms National Park,PH22 1SA,34,,,,,,,
,1,The Cairngorms National Park,PH22 1RZ,72,,,,,,,
,1,The Cairngorms National Park,PH22 1RY,66,,,,,,,
,1,The Cairngorms National Park,PH22 1RX,29,,,,,,,
,1,The Cairngorms National Park,PH22 1RS,77,,,,,,,
,1,The Cairngorms National Park,PH22 1RL,12,,,,,,,
,1,The Cairngorms National Park,PH22 1RW,115,,,,,,,
,1,The Cairngorms National Park,PH22 1RQ,8,,,,,,,
,1,The Cairngorms National Park,PH22 1RP,13,,,,,,,
,1,The Cairngorms National Park,PH22 1RR,93,,,,,,,
,1,The Cairngorms National Park,PH22 1RT,7,,,,,,,
,1,The Cairngorms National Park,PH22 1RH,24,,,,,,,
,1,The Cairngorms National Park,PH22 1RU,5,,,,,,,
,TOTAL,,673,15759,,,,,,,
